norad_id	bol	mission_start_date	stop_ops_date	demise_date
22681	5/21/1993	5/21/1993	6/22/1993	6/22/1993
22682	5/21/1993	5/21/1993	6/22/1993	6/22/1993
22684	6/21/1993	6/21/1993	7/1/1993	7/1/1993
22685	5/21/1993	5/21/1993	6/25/1993	6/25/1993
22696	6/25/1993	6/25/1993	7/12/1993	7/12/1993
22697	6/25/1993	6/25/1993	6/27/1993	6/27/1993
22701	6/26/1993	6/26/1993	8/30/1993	8/30/1993
22705	7/1/1993	7/1/1993	7/3/1993	7/3/1993
22711	6/25/1993	6/25/1993	7/27/1993	7/27/1993
22712	6/25/1993	6/25/1993	7/16/1993	7/16/1993
22714	6/25/1993	6/25/1993	7/14/1993	7/14/1993
22715	6/25/1993	6/25/1993	7/14/1993	7/14/1993
22716	7/14/1993	7/14/1993	7/25/1993	7/25/1993
22717	7/14/1993	7/14/1993	7/19/1993	7/19/1993
22718	8/8/1989	8/8/1989		
22721	7/22/1993	7/22/1993	8/5/1993	8/5/1993
22734	7/22/1993	7/22/1993	8/12/1993	8/12/1993
22735	7/22/1993	7/22/1993	8/18/1993	8/18/1993
22737	7/22/1993	7/22/1993	8/15/1993	8/15/1993
22742	8/10/1993	8/10/1993	10/6/1993	10/6/1993
22743	8/10/1993	8/10/1993	9/4/1993	9/4/1993
22745	8/10/1993	8/10/1993	10/13/1993	10/13/1993
22746	8/10/1993	8/10/1993	8/13/1993	8/13/1993
22777	8/24/1993	8/24/1993	9/10/1993	9/10/1993
22778	8/24/1993	8/24/1993	8/27/1993	8/27/1993
22786	4/25/1993	4/25/1993		
22790	9/7/1993	9/7/1993	9/11/1993	9/11/1993
22791	8/24/1993	8/24/1993	9/12/1993	9/12/1993
22792	8/24/1993	8/24/1993	9/24/1993	9/24/1993
22793	8/24/1993	8/24/1993	9/15/1993	9/15/1993
22795	9/12/1993	9/12/1993	9/22/1993	9/22/1993
22800	9/12/1993	9/12/1993	9/16/1993	9/16/1993
22809	9/17/1993	9/17/1993	9/17/1993	9/17/1993
22860	10/8/1993	10/8/1993	10/22/1993	10/22/1993
22861	10/8/1993	10/8/1993	10/12/1993	10/12/1993
22862	10/8/1993	10/8/1993	10/11/1993	10/11/1993
22863	10/8/1993	10/8/1993	10/11/1993	10/11/1993
22864	10/8/1993	10/8/1993	10/10/1993	10/10/1993
22865	10/8/1993	10/8/1993	10/9/1993	10/9/1993
22867	10/11/1993	10/11/1993	11/21/1993	11/21/1993
22868	10/11/1993	10/11/1993	10/13/1993	10/13/1993
22881	10/28/1993	10/28/1993	10/31/1993	10/31/1993
22882	10/28/1993	10/28/1993	10/29/1993	10/29/1993
22887	2/19/1986	2/19/1986	11/21/1993	11/21/1993
22898	7/24/1983	7/24/1983	11/16/1993	11/16/1993
22901	7/24/1983	7/24/1983	11/19/1993	11/19/1993
22905	11/5/1993	11/5/1993	11/8/1993	11/8/1993
22908	11/18/1993	11/18/1993	11/21/1993	11/21/1993
22909	11/18/1993	11/18/1993	11/19/1993	11/19/1993
22917	12/2/1993	12/2/1993	12/13/1993	12/13/1993
22929	12/9/1992	12/9/1992	12/19/1993	12/19/1993
22951	12/22/1993	12/22/1993	1/5/1994	1/5/1994
22953	9/7/1993	9/7/1993	12/30/1993	12/30/1993
22957	1/8/1994	1/8/1994	7/9/1994	7/9/1994
22958	1/8/1994	1/8/1994	1/11/1994	1/11/1994
22964	1/20/1994	1/20/1994	1/22/1994	1/22/1994
22965	1/20/1994	1/20/1994	1/21/1994	1/21/1994
22974	1/25/1994	1/25/1994	2/13/1994	2/13/1994
22976	1/28/1994	1/28/1994	1/29/1994	1/29/1994
22978	2/3/1994	2/3/1994	2/4/1994	2/4/1994
22982	2/5/1994	2/5/1994	2/7/1994	2/7/1994
22983	2/5/1994	2/5/1994	2/6/1994	2/6/1994
23012	2/18/1994	2/18/1994	2/19/1994	2/19/1994
23030	3/13/1994	3/13/1994		
23031	3/13/1994	3/13/1994		
23032	3/13/1994	3/13/1994		
23034	3/17/1994	3/17/1994	3/21/1994	3/21/1994
23042	4/9/1994	4/9/1994	4/20/1994	4/20/1994
23098	5/3/1994	5/3/1994	5/18/2000	5/18/2000
23103	3/13/1994	3/13/1994		
23109	5/20/1994	5/20/1994	5/23/1994	5/23/1994
23110	5/20/1994	5/20/1994	5/20/1994	5/20/1994
23112	3/17/1994	3/17/1994	5/23/1994	5/23/1994
23113	3/17/1994	3/17/1994	5/23/1994	5/23/1994
23114	5/22/1994	5/22/1994	7/2/1994	7/2/1994
23115	5/22/1994	5/22/1994	5/24/1994	5/24/1994
23119	6/7/1994	6/7/1994	6/30/1994	6/30/1994
23120	6/7/1994	6/7/1994	6/10/1994	6/10/1994
23122	6/14/1994	6/14/1994	7/2/1994	7/2/1994
23128	3/13/1994	3/13/1994		
23139	7/1/1994	7/1/1994	11/4/1994	11/4/1994
23140	7/1/1994	7/1/1994	7/3/1994	7/3/1994
23160	8/8/1989	8/8/1989		
23161	8/8/1989	8/8/1989		
23162	8/8/1989	8/8/1989		
23163	8/8/1989	8/8/1989		
23164	8/8/1989	8/8/1989		
23165	8/8/1989	8/8/1989		
23166	8/8/1989	8/8/1989		
23167	8/8/1989	8/8/1989		
23169	7/6/1994	7/6/1994	7/9/1994	7/9/1994
23170	7/6/1994	7/6/1994	7/8/1994	7/8/1994
23173	7/8/1994	7/8/1994	7/23/1994	7/23/1994
23206	8/11/1994	8/11/1994	8/12/1994	8/12/1994
23207	8/11/1994	8/11/1994	8/11/1994	8/11/1994
23216	8/25/1994	8/25/1994	8/27/1994	8/27/1994
23251	9/9/1994	9/9/1994	9/20/1994	9/20/1994
23253	9/9/1994	9/9/1994	9/20/1994	9/20/1994
23269	9/21/1994	9/21/1994	9/22/1994	9/22/1994
23280	8/9/1992	8/9/1992	8/27/1992	8/27/1992
23283	7/20/1994	7/20/1994	9/30/1994	9/30/1994
23284	7/20/1994	7/20/1994	9/30/1994	9/30/1994
23285	9/30/1994	9/30/1994	10/11/1994	10/11/1994
23320	10/13/1994	10/13/1994	10/16/1994	10/16/1994
23321	10/13/1994	10/13/1994	10/14/1994	10/14/1994
23328	10/31/1994	10/31/1994	11/3/1994	11/3/1994
23329	10/31/1994	10/31/1994	11/1/1994	11/1/1994
23333	11/1/1994	11/1/1994		
23337	11/2/1994	11/2/1994	11/2/1994	11/2/1994
23340	11/3/1994	11/3/1994	11/14/1994	11/14/1994
23348	11/11/1994	11/11/1994	2/16/1995	2/16/1995
23349	11/11/1994	11/11/1994	11/13/1994	11/13/1994
23350	11/1/1994	11/1/1994	11/29/1994	11/29/1994
23352	8/8/1989	8/8/1989		
23357	8/8/1989	8/8/1989		
23363	8/8/1989	8/8/1989		
23366	8/8/1989	8/8/1989		
23368	8/8/1989	8/8/1989		
23369	8/8/1989	8/8/1989		
23375	8/8/1989	8/8/1989		
23386	8/8/1989	8/8/1989		
23390	8/8/1989	8/8/1989		
23399	11/20/1994	11/20/1994	11/20/1994	11/20/1994
23400	11/20/1994	11/20/1994	11/20/1994	11/20/1994
23422	12/14/1994	12/14/1994	12/30/1994	12/30/1994
23424	6/5/1977	6/5/1977		
23425	3/8/1991	3/8/1991		
23428	12/16/1994	12/16/1994	12/17/1994	12/17/1994
23449	12/28/1994	12/28/1994	12/31/1994	12/31/1994
23450	12/28/1994	12/28/1994	12/29/1994	12/29/1994
23454	12/29/1994	12/29/1994	1/3/1995	1/3/1995
23456	11/5/1993	11/5/1993	12/30/1994	12/30/1994
23469	2/3/1995	2/3/1995	2/11/1995	2/11/1995
23470	2/3/1995	2/3/1995	2/11/1995	2/11/1995
23475	2/3/1995	2/3/1995	2/27/1995	2/27/1995
23477	2/15/1995	2/15/1995	3/15/1995	3/15/1995
23478	2/15/1995	2/15/1995	2/17/1995	2/17/1995
23497	2/16/1995	2/16/1995	3/3/1995	3/3/1995
23499	2/16/1995	2/16/1995	2/18/1995	2/18/1995
23505	2/16/1995	2/16/1995	3/14/1995	3/14/1995
23520	3/14/1995	3/14/1995	3/16/1995	3/16/1995
23531	3/22/1995	3/22/1995	3/27/1995	3/27/1995
23555	4/9/1995	4/9/1995	5/23/1995	5/23/1995
23556	4/9/1995	4/9/1995	4/11/1995	4/11/1995
23582	5/23/1995	5/23/1995	11/13/1995	11/13/1995
23591	3/22/1995	3/22/1995	6/1/1995	6/1/1995
23592	3/22/1995	3/22/1995	6/1/1995	6/1/1995
23597	6/8/1995	6/8/1995	6/8/1995	6/8/1995
23610	7/10/1995	7/10/1995		
23611	3/13/1994	3/13/1994		
23617	7/20/1995	7/20/1995	9/4/1995	9/4/1995
23618	7/20/1995	7/20/1995	7/23/1995	7/23/1995
23626	7/24/1995	7/24/1995	7/26/1995	7/26/1995
23627	7/24/1995	7/24/1995	7/27/1995	7/27/1995
23629	7/31/1995	7/31/1995		
23635	8/2/1995	8/2/1995	11/13/2000	11/13/2000
23664	8/30/1995	8/30/1995	9/2/1995	9/2/1995
23667	9/7/1995	9/7/1995	9/18/1995	9/18/1995
23675	9/29/1995	9/29/1995	10/3/1995	10/3/1995
23699	9/26/1995	9/26/1995	11/2/1995	11/2/1995
23700	9/26/1995	9/26/1995	10/30/1995	10/30/1995
23714	11/12/1995	11/12/1995	11/20/1995	11/20/1995
23728	12/5/1995	12/5/1995		
23746	12/29/1994	12/29/1994	12/22/1995	12/22/1995
23747	12/29/1994	12/29/1994	12/20/1995	12/20/1995
23750	12/20/1995	12/20/1995	12/20/1995	12/20/1995
23760	12/30/1995	12/30/1995	1/5/1996	1/5/1996
23761	12/30/1995	12/30/1995	1/5/1996	1/5/1996
23762	1/11/1996	1/11/1996	1/20/1996	1/20/1996
23763	1/11/1996	1/11/1996	1/20/1996	1/20/1996
23831	3/22/1996	3/22/1996	3/31/1996	3/31/1996
23870	5/19/1996	5/19/1996	5/29/1996	5/29/1996
23909	3/14/1996	3/14/1996	6/12/1996	6/12/1996
23942	5/19/1994	5/19/1994	7/3/1996	7/3/1996
23945	7/3/1996	7/3/1996		
24010	5/19/1994	5/19/1994	3/23/1997	3/23/1997
24056	5/19/1994	5/19/1994	11/12/1996	11/12/1996
24226	5/19/1994	5/19/1994	8/21/1996	8/21/1996
24275	8/14/1996	8/14/1996	9/1/1996	9/1/1996
24328	5/19/1994	5/19/1994	10/1/1996	10/1/1996
24356	5/19/1994	5/19/1994	1/20/1997	1/20/1997
24409	5/19/1994	5/19/1994	10/20/1996	10/20/1996
24420	5/19/1994	5/19/1994	4/10/1997	4/10/1997
24454	9/26/1996	9/26/1996	7/26/1997	7/26/1997
24474	5/19/1994	5/19/1994	1/24/1997	1/24/1997
24479	5/19/1994	5/19/1994	11/17/1996	11/17/1996
24482	5/19/1994	5/19/1994	10/13/1996	10/13/1996
24497	5/19/1994	5/19/1994	3/24/1997	3/24/1997
24498	5/19/1994	5/19/1994	5/3/1997	5/3/1997
24503	9/26/1996	9/26/1996	4/30/1997	4/30/1997
24572	5/19/1994	5/19/1994	12/2/1996	12/2/1996
24595	5/19/1994	5/19/1994	12/28/1996	12/28/1996
24601	5/19/1994	5/19/1994	6/4/1997	6/4/1997
24656	11/16/1996	11/16/1996	11/18/1996	11/18/1996
24660	11/19/1996	11/19/1996	12/7/1996	12/7/1996
24680	12/20/1996	12/20/1996		
24717	2/10/1997	2/10/1997	8/15/1997	8/15/1997
24719	2/11/1997	2/11/1997	2/21/1997	2/21/1997
24733	2/17/1997	2/17/1997	2/25/1997	2/25/1997
24755	4/4/1997	4/4/1997	4/8/1997	4/8/1997
24804	5/15/1997	5/15/1997	5/24/1997	5/24/1997
24828	6/6/1997	6/6/1997	6/7/1997	6/7/1997
24845	2/19/1986	2/19/1986	6/25/1997	6/25/1997
24849	7/1/1997	7/1/1997	7/17/1997	7/17/1997
24860	6/8/1995	6/8/1995	7/8/1997	7/8/1997
24862	6/8/1995	6/8/1995	7/7/1997	7/7/1997
24886	8/5/1997	8/5/1997	2/19/1998	2/19/1998
24964	9/26/1997	9/26/1997	10/6/1997	10/6/1997
25003	10/5/1997	10/5/1997	10/7/1997	10/7/1997
25017	10/24/1997	10/24/1997		
25035	11/8/1997	11/8/1997		
25061	11/19/1997	11/19/1997	12/5/1997	12/5/1997
25062	11/19/1997	11/19/1997	12/5/1997	12/5/1997
25128	12/24/1997	12/24/1997	12/25/1997	12/25/1997
25146	1/29/1998	1/29/1998	8/25/1998	8/25/1998
25147	1/29/1998	1/29/1998	1/31/1998	1/31/1998
25148	1/29/1998	1/29/1998		
25212	8/18/1987	8/18/1987	5/2/1999	5/2/1999
25243	8/18/1987	8/18/1987	1/7/1999	1/7/1999
25295	12/15/1997	12/15/1997	4/14/1998	4/14/1998
25296	12/15/1997	12/15/1997	4/14/1998	4/14/1998
25297	4/17/1998	4/17/1998	5/3/1998	5/3/1998
25356	6/2/1998	6/2/1998	6/12/1998	6/12/1998
25459	8/18/1987	8/18/1987	6/13/1999	6/13/1999
25521	10/29/1998	10/29/1998	11/7/1998	11/7/1998
25549	12/4/1998	12/4/1998	12/16/1998	12/16/1998
25602	12/30/1998	12/30/1998	12/31/1998	12/31/1998
25603	12/30/1998	12/30/1998	12/31/1998	12/31/1998
25604	12/30/1998	12/30/1998	12/31/1998	12/31/1998
25617	1/27/1999	1/27/1999	1/29/1999	1/29/1999
25681	4/15/1999	4/15/1999	4/16/1999	4/16/1999
25689	2/19/1986	2/19/1986	4/21/1999	4/21/1999
25699	12/27/1989	12/27/1989	5/2/1999	5/2/1999
25714	12/27/1989	12/27/1989	8/7/1999	8/7/1999
25729	5/5/1999	5/5/1999	5/7/1999	5/7/1999
25746	5/22/1999	5/22/1999		
25747	5/22/1999	5/22/1999		
25748	5/22/1999	5/22/1999		
25749	5/22/1999	5/22/1999		
25751	5/22/1999	5/22/1999		
25753	5/22/1999	5/22/1999		
25754	5/22/1999	5/22/1999		
25755	5/22/1999	5/22/1999		
25762	2/28/1999	2/28/1999	10/6/1999	10/6/1999
25787	6/18/1999	6/18/1999	6/19/1999	6/19/1999
25856	2/12/1997	2/12/1997	7/17/1999	7/17/1999
25866	7/23/1999	7/23/1999	7/28/1999	7/28/1999
25871	2/19/1986	2/19/1986	7/25/1999	7/25/1999
25925	9/26/1999	9/26/1999	9/28/1999	9/28/1999
25926	9/26/1999	9/26/1999	9/27/1999	9/27/1999
25956	11/19/1999	11/19/1999	11/21/1999	11/21/1999
25966	11/22/1999	11/22/1999	11/24/1999	11/24/1999
25969	12/9/1997	12/9/1997	11/29/1999	11/29/1999
25971	12/9/1997	12/9/1997	11/30/1999	11/30/1999
25972	12/9/1997	12/9/1997	11/30/1999	11/30/1999
25973	12/9/1997	12/9/1997	11/28/1999	11/28/1999
25976	12/9/1997	12/9/1997	11/29/1999	11/29/1999
25996	12/20/1999	12/20/1999	12/28/1999	12/28/1999
26088	2/11/2000	2/11/2000	2/22/2000	2/22/2000
26258	10/14/1999	10/14/1999	4/6/2001	4/6/2001
26334	10/14/1999	10/14/1999	7/18/2001	7/18/2001
26340	10/14/1999	10/14/1999	11/10/2000	11/10/2000
26368	5/19/2000	5/19/2000	5/29/2000	5/29/2000
26380	6/24/2000	6/24/2000	6/25/2000	6/25/2000
26412	7/16/2000	7/16/2000	7/17/2000	7/17/2000
26473	8/17/2000	8/17/2000		
26541	9/25/2000	9/25/2000	10/12/2000	10/12/2000
26555	10/1/2000	10/1/2000	10/3/2000	10/3/2000
26556	10/1/2000	10/1/2000	10/3/2000	10/3/2000
26558	10/2/1962	10/2/1962	12/20/1987	12/20/1987
26563	10/11/2000	10/11/2000	10/24/2000	10/24/2000
26567	10/13/2000	10/13/2000	10/14/2000	10/14/2000
26568	10/13/2000	10/13/2000	10/15/2000	10/15/2000
26586	3/2/1995	3/2/1995	10/27/2000	10/27/2000
26587	3/2/1995	3/2/1995	10/27/2000	10/27/2000
26588	3/2/1995	3/2/1995	10/27/2000	10/27/2000
26589	3/2/1995	3/2/1995	10/27/2000	10/27/2000
26592	3/2/1995	3/2/1995	10/29/2000	10/29/2000
26593	3/2/1995	3/2/1995	10/29/2000	10/29/2000
26594	3/2/1995	3/2/1995	10/29/2000	10/29/2000
26595	3/2/1995	3/2/1995	10/29/2000	10/29/2000
26596	3/2/1995	3/2/1995	10/29/2000	10/29/2000
26597	3/2/1995	3/2/1995	10/29/2000	10/29/2000
26598	3/2/1995	3/2/1995	10/29/2000	10/29/2000
26630	12/1/2000	12/1/2000	12/11/2000	12/11/2000
26662	10/14/1999	10/14/1999	11/27/2000	11/27/2000
26718	3/8/2001	3/8/2001	3/21/2001	3/21/2001
26747	4/19/2001	4/19/2001	5/1/2001	5/1/2001
26750	4/28/2001	4/28/2001	4/29/2001	4/29/2001
26801	12/24/1985	12/24/1985	3/9/2001	3/9/2001
26862	7/12/2001	7/12/2001	7/25/2001	7/25/2001
26888	8/10/2001	8/10/2001	8/22/2001	8/22/2001
26902	8/24/2001	8/24/2001	8/29/2001	8/29/2001
26903	8/24/2001	8/24/2001	8/31/2001	8/31/2001
26908	9/14/2001	9/14/2001	9/27/2001	9/27/2001
26935	10/5/2001	10/5/2001	12/9/2001	12/9/2001
26947	10/6/2001	10/6/2001	10/11/2001	10/11/2001
26995	12/5/2001	12/5/2001	12/17/2001	12/17/2001
27008	10/14/1999	10/14/1999	2/27/2002	2/27/2002
27011	12/26/1999	12/26/1999	12/11/2001	12/11/2001
27014	12/26/1999	12/26/1999	12/13/2001	12/13/2001
27019	12/26/1999	12/26/1999	12/11/2001	12/11/2001
27066	10/22/2001	10/22/2001	8/16/2002	8/16/2002
27072	10/22/2001	10/22/2001	4/19/2002	4/19/2002
27092	10/22/2001	10/22/2001	8/23/2002	8/23/2002
27120	10/22/2001	10/22/2001	3/13/2002	3/13/2002
27171	10/22/2001	10/22/2001	5/7/2002	5/7/2002
27180	10/22/2001	10/22/2001	5/13/2002	5/13/2002
27182	10/22/2001	10/22/2001	1/17/2002	1/17/2002
27184	10/22/2001	10/22/2001	3/19/2002	3/19/2002
27186	10/22/2001	10/22/2001	4/13/2002	4/13/2002
27190	10/22/2001	10/22/2001	4/18/2002	4/18/2002
27191	10/22/2001	10/22/2001	4/18/2002	4/18/2002
27194	10/22/2001	10/22/2001	6/27/2002	6/27/2002
27196	10/22/2001	10/22/2001	3/19/2002	3/19/2002
27197	10/22/2001	10/22/2001	2/6/2002	2/6/2002
27199	10/22/2001	10/22/2001	1/19/2002	1/19/2002
27200	10/22/2001	10/22/2001	3/11/2002	3/11/2002
27201	10/22/2001	10/22/2001	2/14/2002	2/14/2002
27205	10/22/2001	10/22/2001	9/27/2002	9/27/2002
27206	10/22/2001	10/22/2001	3/6/2002	3/6/2002
27208	10/22/2001	10/22/2001	3/30/2002	3/30/2002
27209	10/22/2001	10/22/2001	1/25/2002	1/25/2002
27212	10/22/2001	10/22/2001	3/3/2002	3/3/2002
27213	10/22/2001	10/22/2001	4/18/2002	4/18/2002
27214	10/22/2001	10/22/2001	1/29/2002	1/29/2002
27220	10/22/2001	10/22/2001	2/8/2002	2/8/2002
27228	10/22/2001	10/22/2001	2/27/2002	2/27/2002
27232	10/22/2001	10/22/2001	2/19/2002	2/19/2002
27233	10/22/2001	10/22/2001	3/3/2002	3/3/2002
27251	10/22/2001	10/22/2001	5/18/2002	5/18/2002
27256	10/22/2001	10/22/2001	2/17/2002	2/17/2002
27257	10/22/2001	10/22/2001	2/6/2002	2/6/2002
27261	10/22/2001	10/22/2001	2/14/2002	2/14/2002
27262	10/22/2001	10/22/2001	2/20/2002	2/20/2002
27292	10/22/2001	10/22/2001	3/5/2002	3/5/2002
27293	10/22/2001	10/22/2001	2/23/2002	2/23/2002
27302	10/22/2001	10/22/2001	3/26/2002	3/26/2002
27310	10/22/2001	10/22/2001	6/19/2002	6/19/2002
27311	10/22/2001	10/22/2001	3/18/2002	3/18/2002
27318	10/22/2001	10/22/2001	3/5/2002	3/5/2002
27320	10/22/2001	10/22/2001	3/24/2002	3/24/2002
27321	10/22/2001	10/22/2001	2/24/2002	2/24/2002
27324	10/22/2001	10/22/2001	4/26/2002	4/26/2002
27325	10/22/2001	10/22/2001	2/4/2002	2/4/2002
27327	10/22/2001	10/22/2001	3/6/2002	3/6/2002
27345	10/22/2001	10/22/2001	3/9/2002	3/9/2002
27366	10/22/2001	10/22/2001	2/20/2002	2/20/2002
27388	3/1/2002	3/1/2002	3/12/2002	3/12/2002
27472	7/25/2002	7/25/2002	7/26/2002	7/26/2002
27537	10/7/2002	10/7/2002	10/18/2002	10/18/2002
27556	11/24/2002	11/24/2002	12/7/2002	12/7/2002
28045	10/15/2003	10/15/2003	10/16/2003	10/16/2003
28046	10/15/2003	10/15/2003	10/16/2003	10/16/2003
28048	10/15/2003	10/15/2003	10/21/2003	10/21/2003
28063	11/28/1995	11/28/1995	11/21/2003	11/21/2003
28079	11/3/2003	11/3/2003	11/3/2003	11/3/2003
28100	8/12/2003	8/12/2003	12/10/2003	12/10/2003
28101	8/12/2003	8/12/2003	12/10/2003	12/10/2003
28102	8/12/2003	8/12/2003	12/9/2003	12/9/2003
28104	8/12/2003	8/12/2003	12/10/2003	12/10/2003
28106	8/12/2003	8/12/2003	12/9/2003	12/9/2003
28108	8/12/2003	8/12/2003	12/10/2003	12/10/2003
28110	8/12/2003	8/12/2003	12/10/2003	12/10/2003
28111	8/12/2003	8/12/2003	12/9/2003	12/9/2003
28120	8/12/2003	8/12/2003	12/10/2003	12/10/2003
28121	8/12/2003	8/12/2003	12/10/2003	12/10/2003
28122	8/12/2003	8/12/2003	12/10/2003	12/10/2003
28123	8/12/2003	8/12/2003	12/10/2003	12/10/2003
28125	8/12/2003	8/12/2003	12/10/2003	12/10/2003
28126	8/12/2003	8/12/2003	12/10/2003	12/10/2003
28127	8/12/2003	8/12/2003	12/10/2003	12/10/2003
28128	8/12/2003	8/12/2003	12/10/2003	12/10/2003
28171	12/21/2001	12/21/2001	3/5/2004	3/5/2004
28174	12/21/2001	12/21/2001	3/3/2004	3/3/2004
28175	12/21/2001	12/21/2001	3/18/2004	3/18/2004
28176	12/21/2001	12/21/2001	3/5/2004	3/5/2004
28178	12/21/2001	12/21/2001	3/3/2004	3/3/2004
28179	12/21/2001	12/21/2001	3/1/2004	3/1/2004
28181	12/21/2001	12/21/2001	3/4/2004	3/4/2004
28214	9/16/1987	9/16/1987	4/2/2004	4/2/2004
28219	4/16/2004	4/16/2004	4/19/2004	4/19/2004
28257	1/10/1989	1/10/1989	5/26/2004	5/26/2004
27418	11/8/1991	11/8/1991		
27420	6/8/1990	6/8/1990		
26934	10/5/2001	10/5/2001		
8843	4/30/1976	4/30/1976		
23726	12/2/1995	12/2/1995		
27817	6/2/2003	6/2/2003		
27850	7/8/2003	7/8/2003		
28157	2/9/1983	2/9/1983		
28247	3/11/2003	3/11/2003		
28250	6/8/1990	6/8/1990		
28449	9/27/2004	9/27/2004	10/17/2004	10/17/2004
28529	2/5/1984	2/5/1984		
28539	3/3/1980	3/3/1980		
28540	3/3/1980	3/3/1980		
28159	2/14/2004	2/14/2004		
28689	7/25/2002	7/25/2002	6/3/2005	6/3/2005
28690	7/25/2002	7/25/2002	6/4/2005	6/4/2005
28691	7/25/2002	7/25/2002	6/4/2005	6/4/2005
28692	7/25/2002	7/25/2002	6/6/2005	6/6/2005
28705	7/25/2002	7/25/2002	6/30/2005	6/30/2005
28715	7/25/2002	7/25/2002	6/30/2005	6/30/2005
28716	7/25/2002	7/25/2002	6/30/2005	6/30/2005
28717	7/25/2002	7/25/2002	6/30/2005	6/30/2005
28718	7/25/2002	7/25/2002	6/30/2005	6/30/2005
28719	7/25/2002	7/25/2002	6/30/2005	6/30/2005
28720	7/25/2002	7/25/2002	6/30/2005	6/30/2005
28723	7/25/2002	7/25/2002	6/30/2005	6/30/2005
28749	7/25/2002	7/25/2002	7/10/2005	7/10/2005
28769	7/25/2002	7/25/2002	7/10/2005	7/10/2005
28761	7/25/2002	7/25/2002	7/13/2005	7/13/2005
28784	8/2/2005	8/2/2005	8/4/2005	8/4/2005
28889	10/19/2005	10/19/2005		
29113	5/3/2006	5/3/2006	5/6/2006	5/6/2006
29243	6/21/2006	6/21/2006		
29259	5/3/2006	5/3/2006	7/20/2006	7/20/2006
29397	9/14/2006	9/14/2006	9/15/2006	9/15/2006
29604	9/14/2006	9/14/2006	11/18/2006	11/18/2006
29620	9/14/2006	9/14/2006	11/18/2006	11/18/2006
29625	9/14/2006	9/14/2006	11/18/2006	11/18/2006
29607	9/14/2006	9/14/2006	11/19/2006	11/19/2006
29612	9/14/2006	9/14/2006	11/20/2006	11/20/2006
29614	9/14/2006	9/14/2006	11/20/2006	11/20/2006
29616	9/14/2006	9/14/2006	11/19/2006	11/19/2006
29623	9/14/2006	9/14/2006	11/20/2006	11/20/2006
29652	12/14/2006	12/14/2006		
31707	2/9/1983	2/9/1983		
32013	9/11/2006	9/11/2006	8/15/2007	8/15/2007
32048	6/7/2007	6/7/2007	8/23/2007	8/23/2007
32049	6/7/2007	6/7/2007	8/24/2007	8/24/2007
32249	9/27/2007	9/27/2007		
32279	10/26/2007	10/26/2007	10/26/2007	10/26/2007
32250	9/27/2007	9/27/2007		
32547	11/11/2007	11/11/2007		
32548	11/11/2007	11/11/2007		
32552	11/11/2007	11/11/2007		
32553	11/11/2007	11/11/2007		
32554	11/11/2007	11/11/2007		
32555	11/11/2007	11/11/2007		
32556	11/11/2007	11/11/2007		
32557	11/11/2007	11/11/2007		
32558	11/11/2007	11/11/2007		
32559	11/11/2007	11/11/2007		
32562	11/11/2007	11/11/2007		
32563	11/11/2007	11/11/2007		
32564	11/11/2007	11/11/2007		
32565	11/11/2007	11/11/2007		
32566	11/11/2007	11/11/2007		
32567	11/11/2007	11/11/2007		
32568	11/11/2007	11/11/2007		
32570	11/11/2007	11/11/2007		
32571	11/11/2007	11/11/2007		
32572	11/11/2007	11/11/2007		
32575	11/11/2007	11/11/2007		
32577	11/11/2007	11/11/2007		
32687	3/9/2008	3/9/2008	3/10/2008	3/10/2008
32707	3/13/2008	3/13/2008		
32400	12/25/2007	12/25/2007	12/29/2007	12/29/2007
32401	12/25/2007	12/25/2007	12/29/2007	12/29/2007
32402	12/25/2007	12/25/2007	12/29/2007	12/29/2007
33109	6/27/2008	6/27/2008	6/28/2008	6/28/2008
33969	11/14/2008	11/14/2008	2/24/2009	2/24/2009
33970	11/14/2008	11/14/2008	2/24/2009	2/24/2009
34380	3/7/2009	3/7/2009		
34381	3/7/2009	3/7/2009		
34904	5/5/2009	5/5/2009		
25589	3/8/1991	3/8/1991		
31703	5/12/1996	5/12/1996		
35315	6/18/2009	6/18/2009		
34934	4/4/1991	4/4/1991	5/19/2009	5/19/2009
34935	4/4/1991	4/4/1991	5/17/2009	5/17/2009
29492	9/22/2006	9/22/2006	10/2/2006	10/2/2006
29513	10/26/2006	10/26/2006	10/26/2006	10/26/2006
29605	9/14/2006	9/14/2006	11/18/2006	11/18/2006
29608	9/14/2006	9/14/2006	11/18/2006	11/18/2006
29611	9/14/2006	9/14/2006	11/18/2006	11/18/2006
29613	9/14/2006	9/14/2006	11/18/2006	11/18/2006
29615	9/14/2006	9/14/2006	11/18/2006	11/18/2006
29618	9/14/2006	9/14/2006	11/25/2006	11/25/2006
29622	9/14/2006	9/14/2006	11/18/2006	11/18/2006
29624	9/14/2006	9/14/2006	11/18/2006	11/18/2006
29626	9/14/2006	9/14/2006	11/18/2006	11/18/2006
29634	9/14/2006	9/14/2006	11/29/2006	11/29/2006
29699	11/18/1989	11/18/1989	12/15/2006	12/15/2006
29701	11/18/1989	11/18/1989	12/19/2006	12/19/2006
29704	11/18/1989	11/18/1989	12/16/2006	12/16/2006
29706	11/18/1989	11/18/1989	12/24/2006	12/24/2006
29707	11/18/1989	11/18/1989	12/14/2006	12/14/2006
